행정구역,2020년_계_총인구수,2020년_계_연령구간인구수,2020년_계_0~9세,2020년_계_10~19세,2020년_계_20~29세,2020년_계_30~39세,2020년_계_40~49세,2020년_계_50~59세,2020년_계_60~69세,2020년_계_70~79세,2020년_계_80~89세,2020년_계_90~99세,2020년_계_100세 이상,2020년_남_총인구수,2020년_남_연령구간인구수,2020년_남_0~9세,2020년_남_10~19세,2020년_남_20~29세,2020년_남_30~39세,2020년_남_40~49세,2020년_남_50~59세,2020년_남_60~69세,2020년_남_70~79세,2020년_남_80~89세,2020년_남_90~99세,2020년_남_100세 이상,2020년_여_총인구수,2020년_여_연령구간인구수,2020년_여_0~9세,2020년_여_10~19세,2020년_여_20~29세,2020년_여_30~39세,2020년_여_40~49세,2020년_여_50~59세,2020년_여_60~69세,2020년_여_70~79세,2020년_여_80~89세,2020년_여_90~99세,2020년_여_100세 이상,2021년_계_총인구수,2021년_계_연령구간인구수,2021년_계_0~9세,2021년_계_10~19세,2021년_계_20~29세,2021년_계_30~39세,2021년_계_40~49세,2021년_계_50~59세,2021년_계_60~69세,2021년_계_70~79세,2021년_계_80~89세,2021년_계_90~99세,2021년_계_100세 이상,2021년_남_총인구수,2021년_남_연령구간인구수,2021년_남_0~9세,2021년_남_10~19세,2021년_남_20~29세,2021년_남_30~39세,2021년_남_40~49세,2021년_남_50~59세,2021년_남_60~69세,2021년_남_70~79세,2021년_남_80~89세,2021년_남_90~99세,2021년_남_100세 이상,2021년_여_총인구수,2021년_여_연령구간인구수,2021년_여_0~9세,2021년_여_10~19세,2021년_여_20~29세,2021년_여_30~39세,2021년_여_40~49세,2021년_여_50~59세,2021년_여_60~69세,2021년_여_70~79세,2021년_여_80~89세,2021년_여_90~99세,2021년_여_100세 이상,2022년_계_총인구수,2022년_계_연령구간인구수,2022년_계_0~9세,2022년_계_10~19세,2022년_계_20~29세,2022년_계_30~39세,2022년_계_40~49세,2022년_계_50~59세,2022년_계_60~69세,2022년_계_70~79세,2022년_계_80~89세,2022년_계_90~99세,2022년_계_100세 이상,2022년_남_총인구수,2022년_남_연령구간인구수,2022년_남_0~9세,2022년_남_10~19세,2022년_남_20~29세,2022년_남_30~39세,2022년_남_40~49세,2022년_남_50~59세,2022년_남_60~69세,2022년_남_70~79세,2022년_남_80~89세,2022년_남_90~99세,2022년_남_100세 이상,2022년_여_총인구수,2022년_여_연령구간인구수,2022년_여_0~9세,2022년_여_10~19세,2022년_여_20~29세,2022년_여_30~39세,2022년_여_40~49세,2022년_여_50~59세,2022년_여_60~69세,2022년_여_70~79세,2022년_여_80~89세,2022년_여_90~99세,2022년_여_100세 이상,2023년_계_총인구수,2023년_계_연령구간인구수,2023년_계_0~9세,2023년_계_10~19세,2023년_계_20~29세,2023년_계_30~39세,2023년_계_40~49세,2023년_계_50~59세,2023년_계_60~69세,2023년_계_70~79세,2023년_계_80~89세,2023년_계_90~99세,2023년_계_100세 이상,2023년_남_총인구수,2023년_남_연령구간인구수,2023년_남_0~9세,2023년_남_10~19세,2023년_남_20~29세,2023년_남_30~39세,2023년_남_40~49세,2023년_남_50~59세,2023년_남_60~69세,2023년_남_70~79세,2023년_남_80~89세,2023년_남_90~99세,2023년_남_100세 이상,2023년_여_총인구수,2023년_여_연령구간인구수,2023년_여_0~9세,2023년_여_10~19세,2023년_여_20~29세,2023년_여_30~39세,2023년_여_40~49세,2023년_여_50~59세,2023년_여_60~69세,2023년_여_70~79세,2023년_여_80~89세,2023년_여_90~99세,2023년_여_100세 이상,2024년_계_총인구수,2024년_계_연령구간인구수,2024년_계_0~9세,2024년_계_10~19세,2024년_계_20~29세,2024년_계_30~39세,2024년_계_40~49세,2024년_계_50~59세,2024년_계_60~69세,2024년_계_70~79세,2024년_계_80~89세,2024년_계_90~99세,2024년_계_100세 이상,2024년_남_총인구수,2024년_남_연령구간인구수,2024년_남_0~9세,2024년_남_10~19세,2024년_남_20~29세,2024년_남_30~39세,2024년_남_40~49세,2024년_남_50~59세,2024년_남_60~69세,2024년_남_70~79세,2024년_남_80~89세,2024년_남_90~99세,2024년_남_100세 이상,2024년_여_총인구수,2024년_여_연령구간인구수,2024년_여_0~9세,2024년_여_10~19세,2024년_여_20~29세,2024년_여_30~39세,2024년_여_40~49세,2024년_여_50~59세,2024년_여_60~69세,2024년_여_70~79세,2024년_여_80~89세,2024년_여_90~99세,2024년_여_100세 이상
강원특별자치도 인제군 (5181000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,020","32,020","2,289","2,287","3,888","3,898","3,906","4,846","6,119","2,770","1,735",271,11,"17,422","17,422","1,171","1,158","2,670","2,296","2,121","2,632","3,286","1,383",637,63,5,"14,598","14,598","1,118","1,129","1,218","1,602","1,785","2,214","2,833","1,387","1,098",208,6,"31,535","31,535","2,153","2,170","3,645","3,854","3,786","4,726","6,184","2,932","1,795",275,15,"17,194","17,194","1,130","1,107","2,475","2,293","2,047","2,627","3,294","1,494",670,53,4,"14,341","14,341","1,023","1,063","1,170","1,561","1,739","2,099","2,890","1,438","1,125",222,11
강원특별자치도 고성군 (5182000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,305","27,305","1,272","1,593","2,518","2,373","2,939","4,648","5,988","3,451","2,194",316,13,"14,018","14,018",633,845,"1,572","1,328","1,618","2,556","3,059","1,563",768,71,5,"13,287","13,287",639,748,946,"1,045","1,321","2,092","2,929","1,888","1,426",245,8,"26,999","26,999","1,205","1,578","2,332","2,370","2,794","4,586","5,914","3,590","2,282",336,12,"13,841","13,841",621,838,"1,429","1,343","1,523","2,509","3,055","1,645",801,75,2,"13,158","13,158",584,740,903,"1,027","1,271","2,077","2,859","1,945","1,481",261,10
강원특별자치도 양양군 (5183000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,710","27,710","1,069","1,694","2,102","2,079","3,346","4,861","6,180","3,755","2,262",348,14,"14,192","14,192",520,928,"1,262","1,175","1,806","2,606","3,182","1,769",878,65,1,"13,518","13,518",549,766,840,904,"1,540","2,255","2,998","1,986","1,384",283,13,"27,489","27,489","1,060","1,665","1,976","2,026","3,210","4,792","6,128","3,919","2,340",356,17,"14,079","14,079",531,891,"1,199","1,120","1,770","2,580","3,148","1,857",901,79,3,"13,410","13,410",529,774,777,906,"1,440","2,212","2,980","2,062","1,439",277,14
충청북도  (4300000000),"1,600,837","1,600,837","123,371","149,379","199,209","194,677","241,194","273,800","223,341","120,519","65,569","9,209",569,"811,591","811,591","63,068","77,703","110,849","103,283","124,974","140,958","111,733","54,272","22,539","2,051",161,"789,246","789,246","60,303","71,676","88,360","91,394","116,220","132,842","111,608","66,247","43,030","7,158",408,"1,597,427","1,597,427","116,975","146,411","194,415","190,607","237,327","270,874","241,697","120,068","69,193","9,592",268,"810,672","810,672","59,729","76,037","108,354","101,877","122,922","139,540","121,418","54,663","24,012","2,081",39,"786,755","786,755","57,246","70,374","86,061","88,730","114,405","131,334","120,279","65,405","45,181","7,511",229,"1,595,058","1,595,058","109,410","145,882","188,310","187,432","236,190","268,313","251,466","123,834","73,755","10,187",279,"810,782","810,782","55,944","75,584","104,821","101,564","122,170","138,266","126,901","57,357","25,901","2,223",51,"784,276","784,276","53,466","70,298","83,489","85,868","114,020","130,047","124,565","66,477","47,854","7,964",228,"1,593,469","1,593,469","103,333","144,446","181,676","187,761","230,702","272,450","257,982","128,433","75,249","11,181",256,"810,448","810,448","52,921","74,720","100,616","102,774","119,606","140,085","130,480","60,151","26,651","2,404",40,"783,021","783,021","50,412","69,726","81,060","84,987","111,096","132,365","127,502","68,282","48,598","8,777",216,"1,591,177","1,591,177","97,837","142,996","173,746","189,274","225,024","273,441","264,085","135,995","76,117","12,378",284,"809,920","809,920","50,291","73,686","95,958","104,096","116,987","140,641","133,917","64,357","27,212","2,730",45,"781,257","781,257","47,546","69,310","77,788","85,178","108,037","132,800","130,168","71,638","48,905","9,648",239
충청북도 청주시 (4311000000),"844,993","844,993","74,249","86,167","120,028","118,377","136,530","137,967","97,151","47,351","23,577","3,409",187,"425,848","425,848","37,888","44,796","65,495","61,957","69,108","69,133","47,553","21,157","8,007",704,50,"419,145","419,145","36,361","41,371","54,533","56,420","67,422","68,834","49,598","26,194","15,570","2,705",137,"848,482","848,482","71,136","84,739","118,755","117,775","135,963","137,868","105,609","47,969","25,055","3,517",96,"427,881","427,881","36,275","43,888","64,833","62,127","68,928","69,055","51,795","21,649","8,613",707,11,"420,601","420,601","34,861","40,851","53,922","55,648","67,035","68,813","53,814","26,320","16,442","2,810",85,"849,573","849,573","66,829","84,903","115,518","116,708","136,194","137,891","110,943","49,786","26,945","3,765",91,"429,208","429,208","34,121","43,819","63,139","62,475","69,079","69,042","54,593","22,753","9,379",795,13,"420,365","420,365","32,708","41,084","52,379","54,233","67,115","68,849","56,350","27,033","17,566","2,970",78,"852,189","852,189","63,606","84,520","111,820","118,033","134,187","141,304","114,522","52,168","27,833","4,109",87,"430,449","430,449","32,461","43,499","60,727","63,850","68,296","70,460","56,505","24,007","9,778",856,10,"421,740","421,740","31,145","41,021","51,093","54,183","65,891","70,844","58,017","28,161","18,055","3,253",77,"854,537","854,537","60,745","84,206","107,151","120,106","131,983","143,120","118,329","55,806","28,418","4,581",92,"431,740","431,740","31,091","43,229","57,907","65,213","67,554","71,375","58,411","25,887","10,072",987,14,"422,797","422,797","29,654","40,977","49,244","54,893","64,429","71,745","59,918","29,919","18,346","3,594",78
충청북도 청주시 상당구 (4311100000),"190,034","190,034","16,082","19,792","24,502","22,877","30,305","32,973","23,895","12,310","6,251",991,56,"94,480","94,480","8,154","10,306","13,266","11,624","15,023","16,464","11,831","5,439","2,130",231,12,"95,554","95,554","7,928","9,486","11,236","11,253","15,282","16,509","12,064","6,871","4,121",760,44,"193,827","193,827","15,904","19,650","24,415","23,399","30,482","33,421","26,351","12,455","6,752",972,26,"96,267","96,267","8,074","10,160","13,178","11,948","15,118","16,635","13,030","5,611","2,301",210,2,"97,560","97,560","7,830","9,490","11,237","11,451","15,364","16,786","13,321","6,844","4,451",762,24,"196,425","196,425","15,399","19,770","23,929","23,922","30,692","33,494","27,914","12,980","7,303",997,25,"97,585","97,585","7,797","10,172","12,917","12,307","15,258","16,603","13,890","5,895","2,532",210,4,"98,840","98,840","7,602","9,598","11,012","11,615","15,434","16,891","14,024","7,085","4,771",787,21,"200,575","200,575","15,165","20,108","23,247","24,945","30,811","34,747","29,014","13,775","7,658","1,081",24,"99,657","99,657","7,611","10,389","12,480","12,943","15,378","17,173","14,414","6,347","2,704",214,4,"100,918","100,918","7,554","9,719","10,767","12,002","15,433","17,574","14,600","7,428","4,954",867,20,"197,952","197,952","14,181","19,832","21,561","24,554","29,739","34,580","29,914","14,611","7,748","1,206",26,"98,280","98,280","7,132","10,204","11,620","12,721","14,939","17,032","14,853","6,791","2,733",250,5,"99,672","99,672","7,049","9,628","9,941","11,833","14,800","17,548","15,061","7,820","5,015",956,21
충청북도 청주시 서원구 (4311200000),"194,720","194,720","13,842","20,371","28,330","22,663","30,681","34,235","25,187","12,447","6,062",856,46,"96,695","96,695","7,069","10,625","15,378","11,665","15,161","16,858","12,116","5,516","2,124",168,15,"98,025","98,025","6,773","9,746","12,952","10,998","15,520","17,377","13,071","6,931","3,938",688,31,"192,899","192,899","12,811","19,409","28,114","22,254","29,693","33,740","27,020","12,532","6,424",882,20,"95,958","95,958","6,537","10,102","15,267","11,664","14,660","16,620","13,055","5,595","2,282",174,2,"96,941","96,941","6,274","9,307","12,847","10,590","15,033","17,120","13,965","6,937","4,142",708,18,"191,273","191,273","11,732","19,016","27,541","22,036","28,771","33,486","27,932","12,963","6,854",924,18,"95,469","95,469","6,029","9,866","14,976","11,759","14,248","16,546","13,502","5,876","2,466",200,1,"95,804","95,804","5,703","9,150","12,565","10,277","14,523","16,940","14,430","7,087","4,388",724,17,"186,302","186,302","10,576","17,937","26,197","21,189","26,928","33,560","28,435","13,459","6,975","1,027",19,"92,775","92,775","5,471","9,249","14,131","11,408","13,385","16,470","13,837","6,080","2,516",227,1,"93,527","93,527","5,105","8,688","12,066","9,781","13,543","17,090","14,598","7,379","4,459",800,18,"181,621","181,621","9,457","17,171","24,783","20,573","25,254","33,056","28,722","14,275","7,182","1,127",21,"90,428","90,428","4,859","8,845","13,345","11,224","12,558","16,227","13,981","6,492","2,630",265,2,"91,193","91,193","4,598","8,326","11,438","9,349","12,696","16,829","14,741","7,783","4,552",862,19
충청북도 청주시 흥덕구 (4311300000),"265,866","265,866","24,206","26,526","41,122","41,249","43,173","43,084","27,649","12,171","5,829",823,34,"134,958","134,958","12,334","13,773","22,326","21,735","21,882","21,656","13,585","5,558","1,944",159,6,"130,908","130,908","11,872","12,753","18,796","19,514","21,291","21,428","14,064","6,613","3,885",664,28,"267,429","267,429","23,434","26,297","40,499","41,340","43,211","42,996","30,094","12,507","6,154",877,20,"135,780","135,780","11,939","13,593","22,007","21,854","21,951","21,557","14,876","5,708","2,128",164,3,"131,649","131,649","11,495","12,704","18,492","19,486","21,260","21,439","15,218","6,799","4,026",713,17,"268,051","268,051","22,358","26,358","38,969","41,191","43,674","42,974","31,873","13,096","6,555",978,25,"136,332","136,332","11,408","13,586","21,184","22,103","22,164","21,555","15,797","6,047","2,280",202,6,"131,719","131,719","10,950","12,772","17,785","19,088","21,510","21,419","16,076","7,049","4,275",776,19,"274,594","274,594","22,190","26,684","38,259","43,860","44,109","44,389","33,390","13,791","6,827","1,071",24,"139,804","139,804","11,336","13,703","20,664","23,889","22,458","22,159","16,522","6,467","2,382",219,5,"134,790","134,790","10,854","12,981","17,595","19,971","21,651","22,230","16,868","7,324","4,445",852,19,"285,838","285,838","22,851","27,294","37,744","47,589","45,393","46,256","35,422","15,060","7,022","1,182",25,"145,609","145,609","11,724","14,011","20,241","25,918","23,368","23,039","17,494","7,100","2,464",246,4,"140,229","140,229","11,127","13,283","17,503","21,671","22,025","23,217","17,928","7,960","4,558",936,21
충청북도 청주시 청원구 (4311400000),"194,373","194,373","20,119","19,478","26,074","31,588","32,371","27,675","20,420","10,423","5,435",739,51,"99,715","99,715","10,331","10,092","14,525","16,933","17,042","14,155","10,021","4,644","1,809",146,17,"94,658","94,658","9,788","9,386","11,549","14,655","15,329","13,520","10,399","5,779","3,626",593,34,"194,327","194,327","18,987","19,383","25,727","30,782","32,577","27,711","22,144","10,475","5,725",786,30,"99,876","99,876","9,725","10,033","14,381","16,661","17,199","14,243","10,834","4,735","1,902",159,4,"94,451","94,451","9,262","9,350","11,346","14,121","15,378","13,468","11,310","5,740","3,823",627,26,"193,824","193,824","17,340","19,759","25,079","29,559","33,057","27,937","23,224","10,747","6,233",866,23,"99,822","99,822","8,887","10,195","14,062","16,306","17,409","14,338","11,404","4,935","2,101",183,2,"94,002","94,002","8,453","9,564","11,017","13,253","15,648","13,599","11,820","5,812","4,132",683,21,"190,718","190,718","15,675","19,791","24,117","28,039","32,339","28,608","23,683","11,143","6,373",930,20,"98,213","98,213","8,043","10,158","13,452","15,610","17,075","14,658","11,732","5,113","2,176",196,0,"92,505","92,505","7,632","9,633","10,665","12,429","15,264","13,950","11,951","6,030","4,197",734,20,"189,126","189,126","14,256","19,909","23,063","27,390","31,597","29,228","24,271","11,860","6,466","1,066",20,"97,423","97,423","7,376","10,169","12,701","15,350","16,689","15,077","12,083","5,504","2,245",226,3,"91,703","91,703","6,880","9,740","10,362","12,040","14,908","14,151","12,188","6,356","4,221",840,17
충청북도 충주시 (4313000000),"210,186","210,186","14,581","18,883","24,405","23,337","30,940","37,632","31,737","17,429","9,881","1,291",70,"106,273","106,273","7,384","9,786","13,977","12,663","15,869","19,253","15,883","7,756","3,376",311,15,"103,913","103,913","7,197","9,097","10,428","10,674","15,071","18,379","15,854","9,673","6,505",980,55,"209,358","209,358","13,756","18,472","23,613","22,837","30,153","37,001","34,440","17,156","10,516","1,384",30,"105,932","105,932","6,926","9,592","13,617","12,438","15,525","18,944","17,236","7,687","3,645",318,4,"103,426","103,426","6,830","8,880","9,996","10,399","14,628","18,057","17,204","9,469","6,871","1,066",26,"208,277","208,277","12,926","18,176","22,471","22,397","29,872","36,350","35,546","17,848","11,154","1,497",40,"105,478","105,478","6,555","9,421","12,849","12,379","15,380","18,608","17,898","8,073","3,974",333,8,"102,799","102,799","6,371","8,755","9,622","10,018","14,492","17,742","17,648","9,775","7,180","1,164",32,"207,778","207,778","12,215","17,874","21,773","22,423","29,047","36,566","36,466","18,432","11,272","1,667",43,"105,420","105,420","6,195","9,278","12,415","12,567","14,968","18,712","18,428","8,411","4,058",379,9,"102,358","102,358","6,020","8,596","9,358","9,856","14,079","17,854","18,038","10,021","7,214","1,288",34,"207,241","207,241","11,506","17,567","21,032","22,392","28,098","36,733","37,192","19,312","11,500","1,863",46,"105,132","105,132","5,893","9,031","12,004","12,622","14,484","18,773","18,777","8,928","4,192",420,8,"102,109","102,109","5,613","8,536","9,028","9,770","13,614","17,960","18,415","10,384","7,308","1,443",38
충청북도 제천시 (4315000000),"133,018","133,018","8,740","11,695","14,739","13,011","18,442","24,010","22,803","12,444","6,236",822,76,"66,705","66,705","4,462","6,040","8,182","6,793","9,488","12,279","11,359","5,624","2,275",178,25,"66,313","66,313","4,278","5,655","6,557","6,218","8,954","11,731","11,444","6,820","3,961",644,51,"131,591","131,591","8,188","11,339","14,271","12,312","17,667","23,490","24,399","12,298","6,751",838,38,"66,170","66,170","4,203","5,873","8,006","6,516","9,079","12,031","12,194","5,611","2,456",196,5,"65,421","65,421","3,985","5,466","6,265","5,796","8,588","11,459","12,205","6,687","4,295",642,33,"130,988","130,988","7,512","11,400","14,182","11,869","17,082","23,101","24,781","12,865","7,302",861,33,"65,833","65,833","3,852","5,862","7,897","6,375","8,722","11,870","12,389","5,994","2,679",188,5,"65,155","65,155","3,660","5,538","6,285","5,494","8,360","11,231","12,392","6,871","4,623",673,28,"130,194","130,194","7,044","11,184","14,011","11,587","16,373","23,038","25,119","13,326","7,515",969,28,"65,456","65,456","3,643","5,734","7,772","6,289","8,398","11,855","12,516","6,278","2,762",204,5,"64,738","64,738","3,401","5,450","6,239","5,298","7,975","11,183","12,603","7,048","4,753",765,23,"128,569","128,569","6,521","10,751","13,319","11,359","15,671","22,887","25,178","14,058","7,699","1,092",34,"64,768","64,768","3,432","5,486","7,390","6,263","8,055","11,763","12,608","6,659","2,863",245,4,"63,801","63,801","3,089","5,265","5,929","5,096","7,616","11,124","12,570","7,399","4,836",847,30
충청북도 보은군 (4372000000),"32,412","32,412","1,464","2,111","2,377","2,210","3,320","5,900","6,814","4,584","3,114",490,28,"16,292","16,292",749,"1,129","1,390","1,209","1,874","3,238","3,496","2,042","1,063",101,1,"16,120","16,120",715,982,987,"1,001","1,446","2,662","3,318","2,542","2,051",389,27,"31,878","31,878","1,334","2,017","2,247","2,016","3,135","5,605","7,353","4,423","3,220",514,14,"16,074","16,074",691,"1,063","1,353","1,089","1,746","3,119","3,784","2,031","1,080",118,0,"15,804","15,804",643,954,894,927,"1,389","2,486","3,569","2,392","2,140",396,14,"31,455","31,455","1,227","1,956","2,121","1,909","3,025","5,372","7,569","4,414","3,303",547,12,"15,877","15,877",630,"1,041","1,282","1,046","1,665","2,947","3,967","2,068","1,110",120,1,"15,578","15,578",597,915,839,863,"1,360","2,425","3,602","2,346","2,193",427,11,"31,010","31,010","1,109","1,875","1,951","1,838","2,862","5,276","7,650","4,499","3,327",615,8,"15,671","15,671",575,"1,004","1,150","1,014","1,586","2,903","4,009","2,168","1,129",131,2,"15,339","15,339",534,871,801,824,"1,276","2,373","3,641","2,331","2,198",484,6,"30,527","30,527","1,031","1,806","1,821","1,759","2,673","5,087","7,720","4,698","3,273",653,6,"15,503","15,503",542,971,"1,065",976,"1,477","2,828","4,087","2,295","1,117",142,3,"15,024","15,024",489,835,756,783,"1,196","2,259","3,633","2,403","2,156",511,3
충청북도 옥천군 (4373000000),"50,527","50,527","2,590","3,884","4,412","3,877","6,253","8,962","9,855","6,358","3,740",569,27,"25,489","25,489","1,351","2,062","2,517","2,023","3,366","4,799","5,023","2,931","1,265",146,6,"25,038","25,038","1,239","1,822","1,895","1,854","2,887","4,163","4,832","3,427","2,475",423,21,"50,093","50,093","2,397","3,763","4,111","3,681","6,025","8,818","10,447","6,362","3,865",611,13,"25,242","25,242","1,235","2,003","2,337","1,899","3,238","4,747","5,341","2,980","1,315",146,1,"24,851","24,851","1,162","1,760","1,774","1,782","2,787","4,071","5,106","3,382","2,550",465,12,"49,520","49,520","2,134","3,682","3,906","3,373","5,898","8,494","10,799","6,417","4,159",643,15,"24,974","24,974","1,113","1,944","2,239","1,745","3,122","4,548","5,594","3,079","1,425",164,1,"24,546","24,546","1,021","1,738","1,667","1,628","2,776","3,946","5,205","3,338","2,734",479,14,"48,891","48,891","1,945","3,594","3,761","3,219","5,569","8,547","10,846","6,534","4,151",704,21,"24,718","24,718","1,022","1,890","2,170","1,696","2,936","4,557","5,657","3,179","1,432",176,3,"24,173","24,173",923,"1,704","1,591","1,523","2,633","3,990","5,189","3,355","2,719",528,18,"48,204","48,204","1,735","3,531","3,592","3,077","5,297","8,333","10,864","6,891","4,103",760,21,"24,384","24,384",915,"1,850","2,043","1,642","2,776","4,424","5,700","3,417","1,431",183,3,"23,820","23,820",820,"1,681","1,549","1,435","2,521","3,909","5,164","3,474","2,672",577,18
충청북도 영동군 (4374000000),"47,475","47,475","2,336","3,390","4,453","3,271","5,362","8,486","9,201","6,511","3,901",524,40,"23,624","23,624","1,190","1,766","2,499","1,726","2,907","4,513","4,691","2,852","1,349",120,11,"23,851","23,851","1,146","1,624","1,954","1,545","2,455","3,973","4,510","3,659","2,552",404,29,"45,773","45,773","2,087","3,195","3,814","2,963","4,956","8,088","9,767","6,365","3,995",528,15,"22,810","22,810","1,068","1,668","2,139","1,572","2,671","4,326","5,045","2,812","1,394",113,2,"22,963","22,963","1,019","1,527","1,675","1,391","2,285","3,762","4,722","3,553","2,601",415,13,"44,956","44,956","1,807","3,065","3,558","2,722","4,742","7,858","10,129","6,220","4,265",571,19,"22,486","22,486",920,"1,586","2,001","1,486","2,564","4,239","5,253","2,808","1,494",133,2,"22,470","22,470",887,"1,479","1,557","1,236","2,178","3,619","4,876","3,412","2,771",438,17,"44,195","44,195","1,624","2,920","3,306","2,640","4,374","7,841","10,237","6,337","4,298",602,16,"22,146","22,146",832,"1,515","1,864","1,451","2,348","4,250","5,285","2,932","1,531",138,0,"22,049","22,049",792,"1,405","1,442","1,189","2,026","3,591","4,952","3,405","2,767",464,16,"43,551","43,551","1,442","2,815","3,086","2,579","4,138","7,651","10,371","6,519","4,295",637,18,"21,933","21,933",749,"1,458","1,738","1,439","2,218","4,170","5,390","3,090","1,520",160,1,"21,618","21,618",693,"1,357","1,348","1,140","1,920","3,481","4,981","3,429","2,775",477,17
충청북도 증평군 (4374500000),"36,807","36,807","3,242","3,348","4,516","4,753","5,590","6,014","4,990","2,677","1,491",176,10,"19,129","19,129","1,679","1,739","2,634","2,644","3,019","3,162","2,499","1,201",503,45,4,"17,678","17,678","1,563","1,609","1,882","2,109","2,571","2,852","2,491","1,476",988,131,6,"36,426","36,426","2,947","3,337","4,412","4,408","5,442","6,038","5,394","2,701","1,551",193,3,"18,993","18,993","1,535","1,743","2,630","2,455","2,924","3,186","2,708","1,234",533,45,0,"17,433","17,433","1,412","1,594","1,782","1,953","2,518","2,852","2,686","1,467","1,018",148,3,"37,262","37,262","2,776","3,404","4,446","4,505","5,565","6,116","5,711","2,862","1,673",202,2,"19,387","19,387","1,420","1,775","2,612","2,531","2,998","3,219","2,868","1,334",593,37,0,"17,875","17,875","1,356","1,629","1,834","1,974","2,567","2,897","2,843","1,528","1,080",165,2,"37,484","37,484","2,633","3,381","4,251","4,545","5,506","6,309","5,879","3,004","1,735",237,4,"19,523","19,523","1,355","1,791","2,452","2,565","3,006","3,303","2,980","1,420",604,46,1,"17,961","17,961","1,278","1,590","1,799","1,980","2,500","3,006","2,899","1,584","1,131",191,3,"37,171","37,171","2,442","3,388","3,897","4,562","5,296","6,350","6,034","3,189","1,746",262,5,"19,370","19,370","1,265","1,787","2,266","2,575","2,878","3,353","3,060","1,517",618,50,1,"17,801","17,801","1,177","1,601","1,631","1,987","2,418","2,997","2,974","1,672","1,128",212,4
충청북도 진천군 (4375000000),"83,718","83,718","7,728","8,092","9,226","11,519","13,562","13,733","10,354","5,532","3,487",465,20,"43,836","43,836","3,993","4,234","5,325","6,290","7,411","7,493","5,284","2,524","1,190",87,5,"39,882","39,882","3,735","3,858","3,901","5,229","6,151","6,240","5,070","3,008","2,297",378,15,"85,176","85,176","7,389","8,353","9,223","11,398","13,827","13,912","11,395","5,523","3,654",488,14,"44,715","44,715","3,798","4,339","5,354","6,303","7,502","7,635","5,867","2,559","1,256",97,5,"40,461","40,461","3,591","4,014","3,869","5,095","6,325","6,277","5,528","2,964","2,398",391,9,"86,147","86,147","6,999","8,435","9,094","11,175","14,238","13,994","12,088","5,694","3,869",545,16,"45,488","45,488","3,638","4,384","5,318","6,244","7,758","7,716","6,294","2,696","1,320",114,6,"40,659","40,659","3,361","4,051","3,776","4,931","6,480","6,278","5,794","2,998","2,549",431,10,"86,254","86,254","6,555","8,456","8,641","10,900","14,292","14,458","12,531","5,964","3,858",592,7,"45,652","45,652","3,434","4,389","5,040","6,139","7,802","7,974","6,578","2,847","1,321",126,2,"40,602","40,602","3,121","4,067","3,601","4,761","6,490","6,484","5,953","3,117","2,537",466,5,"86,537","86,537","6,347","8,446","8,062","10,972","14,177","14,657","13,028","6,337","3,824",677,10,"45,723","45,723","3,309","4,348","4,715","6,159","7,703","8,102","6,876","3,047","1,323",141,0,"40,814","40,814","3,038","4,098","3,347","4,813","6,474","6,555","6,152","3,290","2,501",536,10
충청북도 괴산군 (4376000000),"39,393","39,393","1,346","2,161","3,308","2,630","4,105","7,690","8,827","5,507","3,337",452,30,"20,225","20,225",675,"1,127","1,956","1,466","2,358","4,168","4,625","2,563","1,177",102,8,"19,168","19,168",671,"1,034","1,352","1,164","1,747","3,522","4,202","2,944","2,160",350,22,"38,122","38,122","1,248","1,942","2,757","2,291","3,756","7,313","9,494","5,345","3,477",484,15,"19,612","19,612",627,994,"1,616","1,305","2,161","3,982","5,056","2,532","1,231",105,3,"18,510","18,510",621,948,"1,141",986,"1,595","3,331","4,438","2,813","2,246",379,12,"37,055","37,055","1,210","1,837","2,354","2,141","3,531","6,803","9,643","5,405","3,608",509,14,"19,082","19,082",606,949,"1,388","1,201","1,999","3,752","5,150","2,653","1,267",113,4,"17,973","17,973",604,888,966,940,"1,532","3,051","4,493","2,752","2,341",396,10,"36,590","36,590","1,124","1,795","2,156","2,054","3,325","6,580","9,859","5,512","3,609",567,9,"18,872","18,872",581,918,"1,279","1,175","1,876","3,625","5,298","2,734","1,273",113,0,"17,718","17,718",543,877,877,879,"1,449","2,955","4,561","2,778","2,336",454,9,"36,252","36,252","1,036","1,744","2,097","1,933","3,141","6,354","9,878","5,872","3,571",613,13,"18,782","18,782",539,880,"1,244","1,104","1,765","3,514","5,375","2,954","1,279",127,1,"17,470","17,470",497,864,853,829,"1,376","2,840","4,503","2,918","2,292",486,12
