행정구역,2020년_계_총인구수,2020년_계_연령구간인구수,2020년_계_0~9세,2020년_계_10~19세,2020년_계_20~29세,2020년_계_30~39세,2020년_계_40~49세,2020년_계_50~59세,2020년_계_60~69세,2020년_계_70~79세,2020년_계_80~89세,2020년_계_90~99세,2020년_계_100세 이상,2020년_남_총인구수,2020년_남_연령구간인구수,2020년_남_0~9세,2020년_남_10~19세,2020년_남_20~29세,2020년_남_30~39세,2020년_남_40~49세,2020년_남_50~59세,2020년_남_60~69세,2020년_남_70~79세,2020년_남_80~89세,2020년_남_90~99세,2020년_남_100세 이상,2020년_여_총인구수,2020년_여_연령구간인구수,2020년_여_0~9세,2020년_여_10~19세,2020년_여_20~29세,2020년_여_30~39세,2020년_여_40~49세,2020년_여_50~59세,2020년_여_60~69세,2020년_여_70~79세,2020년_여_80~89세,2020년_여_90~99세,2020년_여_100세 이상,2021년_계_총인구수,2021년_계_연령구간인구수,2021년_계_0~9세,2021년_계_10~19세,2021년_계_20~29세,2021년_계_30~39세,2021년_계_40~49세,2021년_계_50~59세,2021년_계_60~69세,2021년_계_70~79세,2021년_계_80~89세,2021년_계_90~99세,2021년_계_100세 이상,2021년_남_총인구수,2021년_남_연령구간인구수,2021년_남_0~9세,2021년_남_10~19세,2021년_남_20~29세,2021년_남_30~39세,2021년_남_40~49세,2021년_남_50~59세,2021년_남_60~69세,2021년_남_70~79세,2021년_남_80~89세,2021년_남_90~99세,2021년_남_100세 이상,2021년_여_총인구수,2021년_여_연령구간인구수,2021년_여_0~9세,2021년_여_10~19세,2021년_여_20~29세,2021년_여_30~39세,2021년_여_40~49세,2021년_여_50~59세,2021년_여_60~69세,2021년_여_70~79세,2021년_여_80~89세,2021년_여_90~99세,2021년_여_100세 이상,2022년_계_총인구수,2022년_계_연령구간인구수,2022년_계_0~9세,2022년_계_10~19세,2022년_계_20~29세,2022년_계_30~39세,2022년_계_40~49세,2022년_계_50~59세,2022년_계_60~69세,2022년_계_70~79세,2022년_계_80~89세,2022년_계_90~99세,2022년_계_100세 이상,2022년_남_총인구수,2022년_남_연령구간인구수,2022년_남_0~9세,2022년_남_10~19세,2022년_남_20~29세,2022년_남_30~39세,2022년_남_40~49세,2022년_남_50~59세,2022년_남_60~69세,2022년_남_70~79세,2022년_남_80~89세,2022년_남_90~99세,2022년_남_100세 이상,2022년_여_총인구수,2022년_여_연령구간인구수,2022년_여_0~9세,2022년_여_10~19세,2022년_여_20~29세,2022년_여_30~39세,2022년_여_40~49세,2022년_여_50~59세,2022년_여_60~69세,2022년_여_70~79세,2022년_여_80~89세,2022년_여_90~99세,2022년_여_100세 이상,2023년_계_총인구수,2023년_계_연령구간인구수,2023년_계_0~9세,2023년_계_10~19세,2023년_계_20~29세,2023년_계_30~39세,2023년_계_40~49세,2023년_계_50~59세,2023년_계_60~69세,2023년_계_70~79세,2023년_계_80~89세,2023년_계_90~99세,2023년_계_100세 이상,2023년_남_총인구수,2023년_남_연령구간인구수,2023년_남_0~9세,2023년_남_10~19세,2023년_남_20~29세,2023년_남_30~39세,2023년_남_40~49세,2023년_남_50~59세,2023년_남_60~69세,2023년_남_70~79세,2023년_남_80~89세,2023년_남_90~99세,2023년_남_100세 이상,2023년_여_총인구수,2023년_여_연령구간인구수,2023년_여_0~9세,2023년_여_10~19세,2023년_여_20~29세,2023년_여_30~39세,2023년_여_40~49세,2023년_여_50~59세,2023년_여_60~69세,2023년_여_70~79세,2023년_여_80~89세,2023년_여_90~99세,2023년_여_100세 이상,2024년_계_총인구수,2024년_계_연령구간인구수,2024년_계_0~9세,2024년_계_10~19세,2024년_계_20~29세,2024년_계_30~39세,2024년_계_40~49세,2024년_계_50~59세,2024년_계_60~69세,2024년_계_70~79세,2024년_계_80~89세,2024년_계_90~99세,2024년_계_100세 이상,2024년_남_총인구수,2024년_남_연령구간인구수,2024년_남_0~9세,2024년_남_10~19세,2024년_남_20~29세,2024년_남_30~39세,2024년_남_40~49세,2024년_남_50~59세,2024년_남_60~69세,2024년_남_70~79세,2024년_남_80~89세,2024년_남_90~99세,2024년_남_100세 이상,2024년_여_총인구수,2024년_여_연령구간인구수,2024년_여_0~9세,2024년_여_10~19세,2024년_여_20~29세,2024년_여_30~39세,2024년_여_40~49세,2024년_여_50~59세,2024년_여_60~69세,2024년_여_70~79세,2024년_여_80~89세,2024년_여_90~99세,2024년_여_100세 이상
강원도 영월군 (4275000000),"38,662","38,662","1,677","2,869","3,311","2,780","4,614","7,364","8,091","4,834","2,715",355,52,"19,986","19,986",889,"1,536","1,918","1,518","2,535","4,071","4,224","2,191",989,99,16,"18,676","18,676",788,"1,333","1,393","1,262","2,079","3,293","3,867","2,643","1,726",256,36,"37,904","37,904","1,549","2,748","3,136","2,620","4,322","7,097","8,503","4,688","2,858",370,13,"19,626","19,626",820,"1,489","1,818","1,429","2,332","3,950","4,506","2,148","1,029",101,4,"18,278","18,278",729,"1,259","1,318","1,191","1,990","3,147","3,997","2,540","1,829",269,9,"37,728","37,728","1,467","2,683","2,966","2,492","4,252","6,867","8,720","4,872","3,019",379,11,"19,509","19,509",776,"1,474","1,669","1,390","2,272","3,816","4,641","2,298","1,083",87,3,"18,219","18,219",691,"1,209","1,297","1,102","1,980","3,051","4,079","2,574","1,936",292,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도 평창군 (4276000000),"41,681","41,681","1,868","2,907","3,415","3,098","5,341","8,080","8,876","4,988","2,701",365,42,"21,321","21,321",920,"1,537","1,992","1,664","2,910","4,323","4,603","2,327",959,75,11,"20,360","20,360",948,"1,370","1,423","1,434","2,431","3,757","4,273","2,661","1,742",290,31,"40,996","40,996","1,715","2,724","3,240","2,824","5,053","7,802","9,485","4,877","2,877",382,17,"21,091","21,091",850,"1,445","1,920","1,532","2,775","4,192","4,961","2,301","1,040",73,2,"19,905","19,905",865,"1,279","1,320","1,292","2,278","3,610","4,524","2,576","1,837",309,15,"40,990","40,990","1,584","2,704","3,104","2,717","4,845","7,644","9,804","5,206","2,960",408,14,"21,176","21,176",779,"1,448","1,872","1,463","2,635","4,124","5,164","2,507","1,100",83,1,"19,814","19,814",805,"1,256","1,232","1,254","2,210","3,520","4,640","2,699","1,860",325,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도 정선군 (4277000000),"36,870","36,870","1,736","2,544","2,820","3,078","4,978","6,986","7,575","4,520","2,231",352,50,"19,174","19,174",893,"1,322","1,608","1,724","2,901","3,826","3,991","2,028",781,80,20,"17,696","17,696",843,"1,222","1,212","1,354","2,077","3,160","3,584","2,492","1,450",272,30,"35,675","35,675","1,628","2,412","2,625","2,755","4,626","6,682","7,925","4,373","2,312",327,10,"18,565","18,565",835,"1,240","1,532","1,528","2,656","3,744","4,195","1,977",790,65,3,"17,110","17,110",793,"1,172","1,093","1,227","1,970","2,938","3,730","2,396","1,522",262,7,"34,931","34,931","1,439","2,333","2,490","2,498","4,453","6,473","7,976","4,420","2,505",333,11,"18,264","18,264",732,"1,189","1,481","1,406","2,548","3,688","4,238","2,019",888,72,3,"16,667","16,667",707,"1,144","1,009","1,092","1,905","2,785","3,738","2,401","1,617",261,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도 철원군 (4278000000),"44,699","44,699","3,365","3,795","5,846","4,687","5,687","7,227","6,726","4,716","2,244",361,45,"23,216","23,216","1,706","1,965","3,789","2,583","3,036","3,857","3,290","2,085",813,81,11,"21,483","21,483","1,659","1,830","2,057","2,104","2,651","3,370","3,436","2,631","1,431",280,34,"43,340","43,340","3,155","3,629","5,242","4,496","5,483","6,929","7,159","4,468","2,401",365,13,"22,453","22,453","1,546","1,896","3,389","2,496","2,905","3,695","3,563","1,999",871,91,2,"20,887","20,887","1,609","1,733","1,853","2,000","2,578","3,234","3,596","2,469","1,530",274,11,"42,256","42,256","2,952","3,408","4,799","4,412","5,161","6,712","7,482","4,383","2,576",361,10,"21,863","21,863","1,461","1,801","3,042","2,485","2,703","3,591","3,806","1,961",915,97,1,"20,393","20,393","1,491","1,607","1,757","1,927","2,458","3,121","3,676","2,422","1,661",264,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도 화천군 (4279000000),"24,857","24,857","1,791","1,797","3,906","2,846","2,745","3,914","3,837","2,415","1,366",225,15,"13,472","13,472",899,905,"2,734","1,667","1,488","2,126","2,039","1,074",474,59,7,"11,385","11,385",892,892,"1,172","1,179","1,257","1,788","1,798","1,341",892,166,8,"24,195","24,195","1,709","1,721","3,567","2,763","2,608","3,758","4,133","2,207","1,491",228,10,"13,138","13,138",886,863,"2,469","1,643","1,410","2,049","2,239",996,523,56,4,"11,057","11,057",823,858,"1,098","1,120","1,198","1,709","1,894","1,211",968,172,6,"23,388","23,388","1,575","1,659","3,144","2,606","2,507","3,643","4,253","2,182","1,596",213,10,"12,560","12,560",818,828,"2,092","1,544","1,356","1,958","2,330","1,013",560,56,5,"10,828","10,828",757,831,"1,052","1,062","1,151","1,685","1,923","1,169","1,036",157,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도 양구군 (4280000000),"22,278","22,278","1,702","2,047","3,171","2,547","2,556","3,547","3,365","2,020","1,160",148,15,"11,829","11,829",861,"1,035","2,132","1,415","1,396","1,887","1,788",873,398,38,6,"10,449","10,449",841,"1,012","1,039","1,132","1,160","1,660","1,577","1,147",762,110,9,"21,748","21,748","1,649","1,929","2,856","2,471","2,428","3,407","3,649","1,954","1,218",180,7,"11,464","11,464",823,969,"1,897","1,373","1,310","1,818","1,948",854,427,42,3,"10,284","10,284",826,960,959,"1,098","1,118","1,589","1,701","1,100",791,138,4,"21,383","21,383","1,552","1,884","2,614","2,390","2,432","3,269","3,821","1,911","1,325",180,5,"11,215","11,215",767,940,"1,701","1,347","1,297","1,743","2,037",876,462,42,3,"10,168","10,168",785,944,913,"1,043","1,135","1,526","1,784","1,035",863,138,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도 인제군 (4281000000),"31,694","31,694","2,499","2,314","4,067","3,902","3,998","5,255","5,205","2,677","1,507",256,14,"17,084","17,084","1,273","1,209","2,692","2,229","2,233","2,778","2,801","1,275",522,66,6,"14,610","14,610","1,226","1,105","1,375","1,673","1,765","2,477","2,404","1,402",985,190,8,"32,165","32,165","2,499","2,236","4,209","3,981","3,938","5,107","5,730","2,589","1,610",259,7,"17,461","17,461","1,265","1,185","2,821","2,312","2,193","2,732","3,076","1,235",571,67,4,"14,704","14,704","1,234","1,051","1,388","1,669","1,745","2,375","2,654","1,354","1,039",192,3,"32,206","32,206","2,386","2,315","4,026","3,948","3,987","4,973","5,902","2,707","1,695",261,6,"17,529","17,529","1,215","1,213","2,754","2,312","2,178","2,666","3,198","1,299",630,60,4,"14,677","14,677","1,171","1,102","1,272","1,636","1,809","2,307","2,704","1,408","1,065",201,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도 고성군 (4282000000),"26,757","26,757","1,273","1,621","2,868","2,219","3,063","4,822","5,193","3,499","1,843",339,17,"13,802","13,802",651,879,"1,824","1,252","1,717","2,604","2,655","1,501",639,77,3,"12,955","12,955",622,742,"1,044",967,"1,346","2,218","2,538","1,998","1,204",262,14,"27,249","27,249","1,354","1,588","2,678","2,379","3,077","4,797","5,651","3,408","1,981",327,9,"14,019","14,019",686,858,"1,710","1,356","1,687","2,593","2,890","1,474",684,80,1,"13,230","13,230",668,730,968,"1,023","1,390","2,204","2,761","1,934","1,297",247,8,"27,274","27,274","1,298","1,591","2,597","2,317","3,032","4,718","5,852","3,413","2,128",317,11,"14,060","14,060",660,848,"1,663","1,301","1,662","2,587","3,012","1,510",740,73,4,"13,214","13,214",638,743,934,"1,016","1,370","2,131","2,840","1,903","1,388",244,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도 양양군 (4283000000),"27,946","27,946","1,350","1,845","2,411","2,340","3,524","5,101","5,539","3,648","1,850",321,17,"14,220","14,220",692,977,"1,417","1,265","1,934","2,725","2,775","1,693",677,64,1,"13,726","13,726",658,868,994,"1,075","1,590","2,376","2,764","1,955","1,173",257,16,"27,913","27,913","1,269","1,770","2,327","2,244","3,444","4,938","5,943","3,632","2,003",331,12,"14,251","14,251",653,936,"1,390","1,236","1,868","2,654","3,001","1,690",753,68,2,"13,662","13,662",616,834,937,"1,008","1,576","2,284","2,942","1,942","1,250",263,10,"27,866","27,866","1,169","1,753","2,191","2,140","3,417","4,876","6,072","3,736","2,158",345,9,"14,228","14,228",592,945,"1,299","1,180","1,882","2,589","3,107","1,747",819,68,0,"13,638","13,638",577,808,892,960,"1,535","2,287","2,965","1,989","1,339",277,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원특별자치도  (5100000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,527,807","1,527,807","90,872","129,053","163,610","158,594","208,819","262,513","275,323","141,876","84,135","12,622",390,"768,449","768,449","46,463","66,935","91,639","84,692","106,310","135,485","138,020","65,495","30,543","2,775",92,"759,358","759,358","44,409","62,118","71,971","73,902","102,509","127,028","137,303","76,381","53,592","9,847",298,"1,517,766","1,517,766","85,769","126,637","156,210","158,524","200,689","260,847","279,134","149,552","86,358","13,625",421,"763,025","763,025","43,745","65,534","87,401","84,969","102,093","134,405","140,049","70,018","31,692","3,020",99,"754,741","754,741","42,024","61,103","68,809","73,555","98,596","126,442","139,085","79,534","54,666","10,605",322
동해출장소  (5110500000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원특별자치도 춘천시 (5111000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286,426","286,426","18,917","26,060","36,972","34,305","40,807","46,897","44,359","21,996","13,913","2,137",63,"141,419","141,419","9,659","13,502","19,722","17,847","20,109","23,568","21,557","9,840","5,065",527,23,"145,007","145,007","9,258","12,558","17,250","16,458","20,698","23,329","22,802","12,156","8,848","1,610",40,"286,069","286,069","18,017","25,930","36,582","34,457","39,478","46,594","45,212","23,122","14,308","2,307",62,"141,225","141,225","9,170","13,419","19,618","17,981","19,438","23,310","21,955","10,512","5,234",564,24,"144,844","144,844","8,847","12,511","16,964","16,476","20,040","23,284","23,257","12,610","9,074","1,743",38
강원특별자치도 원주시 (5113000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"361,503","361,503","25,618","34,679","42,306","45,545","55,623","62,537","54,711","23,940","14,305","2,184",55,"179,115","179,115","13,104","17,793","22,492","23,354","27,502","31,111","27,149","10,983","5,122",494,11,"182,388","182,388","12,514","16,886","19,814","22,191","28,121","31,426","27,562","12,957","9,183","1,690",44,"362,164","362,164","24,560","34,363","40,481","46,298","54,306","62,880","56,488","25,717","14,594","2,420",57,"179,228","179,228","12,498","17,583","21,506","23,884","26,851","31,118","27,967","11,971","5,309",527,14,"182,936","182,936","12,062","16,780","18,975","22,414","27,455","31,762","28,521","13,746","9,285","1,893",43
강원특별자치도 강릉시 (5115000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"209,439","209,439","11,413","17,380","22,654","20,358","29,591","36,506","37,188","20,886","11,534","1,869",60,"103,759","103,759","5,887","9,145","12,429","10,889","14,894","18,645","17,853","9,391","4,217",400,9,"105,680","105,680","5,526","8,235","10,225","9,469","14,697","17,861","19,335","11,495","7,317","1,469",51,"207,731","207,731","10,800","16,819","21,391","20,387","28,251","36,556","37,585","21,867","12,060","1,955",60,"102,890","102,890","5,576","8,820","11,739","10,950","14,251","18,632","18,148","9,880","4,451",436,7,"104,841","104,841","5,224","7,999","9,652","9,437","14,000","17,924","19,437","11,987","7,609","1,519",53
강원특별자치도 동해시 (5117000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,625","88,625","5,426","8,266","8,485","8,244","13,245","15,922","15,323","8,542","4,533",626,13,"45,045","45,045","2,776","4,323","4,982","4,564","6,835","8,375","7,437","3,926","1,705",120,2,"43,580","43,580","2,650","3,943","3,503","3,680","6,410","7,547","7,886","4,616","2,828",506,11,"87,675","87,675","5,032","8,067","8,075","8,173","12,560","16,041","15,319","8,948","4,790",652,18,"44,495","44,495","2,557","4,176","4,728","4,537","6,455","8,458","7,501","4,125","1,811",144,3,"43,180","43,180","2,475","3,891","3,347","3,636","6,105","7,583","7,818","4,823","2,979",508,15
강원특별자치도 태백시 (5119000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,702","38,702","1,823","3,385","3,053","2,844","5,531","6,860","7,641","4,877","2,441",239,8,"19,476","19,476",958,"1,757","1,767","1,534","2,904","3,690","3,833","2,116",875,40,2,"19,226","19,226",865,"1,628","1,286","1,310","2,627","3,170","3,808","2,761","1,566",199,6,"37,936","37,936","1,654","3,299","2,790","2,752","5,206","6,783","7,565","5,072","2,522",282,11,"19,180","19,180",867,"1,715","1,636","1,528","2,731","3,678","3,833","2,243",892,55,2,"18,756","18,756",787,"1,584","1,154","1,224","2,475","3,105","3,732","2,829","1,630",227,9
강원특별자치도 속초시 (5121000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82,054","82,054","5,063","6,826","8,130","8,946","11,671","14,927","14,827","7,248","3,797",609,10,"40,620","40,620","2,602","3,468","4,605","4,939","5,829","7,339","7,143","3,196","1,370",125,4,"41,434","41,434","2,461","3,358","3,525","4,007","5,842","7,588","7,684","4,052","2,427",484,6,"80,933","80,933","4,680","6,640","7,493","8,829","11,197","14,791","14,990","7,779","3,861",659,14,"39,931","39,931","2,381","3,356","4,202","4,830","5,635","7,289","7,217","3,475","1,391",149,6,"41,002","41,002","2,299","3,284","3,291","3,999","5,562","7,502","7,773","4,304","2,470",510,8
강원특별자치도 삼척시 (5123000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,651","62,651","3,196","4,806","6,589","4,898","7,831","10,760","12,185","7,202","4,440",722,22,"31,822","31,822","1,626","2,481","3,745","2,648","4,206","5,944","6,190","3,365","1,461",155,1,"30,829","30,829","1,570","2,325","2,844","2,250","3,625","4,816","5,995","3,837","2,979",567,21,"61,735","61,735","2,966","4,637","6,324","4,852","7,313","10,697","12,222","7,427","4,477",797,23,"31,437","31,437","1,518","2,425","3,635","2,616","3,885","5,954","6,193","3,524","1,513",172,2,"30,298","30,298","1,448","2,212","2,689","2,236","3,428","4,743","6,029","3,903","2,964",625,21
강원특별자치도 홍천군 (5172000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,309","67,309","3,193","4,544","5,752","5,544","7,349","11,419","15,943","7,877","4,897",768,23,"34,655","34,655","1,624","2,304","3,433","3,084","3,930","6,065","8,314","3,945","1,795",156,5,"32,654","32,654","1,569","2,240","2,319","2,460","3,419","5,354","7,629","3,932","3,102",612,18,"66,717","66,717","3,005","4,362","5,310","5,529","6,971","11,094","16,248","8,439","4,870",855,34,"34,423","34,423","1,546","2,198","3,155","3,123","3,689","5,905","8,491","4,306","1,829",174,7,"32,294","32,294","1,459","2,164","2,155","2,406","3,282","5,189","7,757","4,133","3,041",681,27
강원특별자치도 횡성군 (5173000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,359","46,359","1,873","3,349","3,165","3,007","4,659","8,140","11,782","6,090","3,710",564,20,"23,826","23,826",994,"1,767","1,801","1,645","2,540","4,325","6,142","3,093","1,411",106,2,"22,533","22,533",879,"1,582","1,364","1,362","2,119","3,815","5,640","2,997","2,299",458,18,"46,111","46,111","1,736","3,292","3,030","2,924","4,393","7,850","11,973","6,509","3,750",640,14,"23,703","23,703",900,"1,738","1,733","1,583","2,409","4,143","6,264","3,356","1,454",121,2,"22,408","22,408",836,"1,554","1,297","1,341","1,984","3,707","5,709","3,153","2,296",519,12
강원특별자치도 영월군 (5175000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,332","37,332","1,420","2,576","2,799","2,368","4,034","6,788","8,875","5,008","3,034",420,10,"19,318","19,318",751,"1,447","1,587","1,291","2,148","3,736","4,765","2,407","1,088",95,3,"18,014","18,014",669,"1,129","1,212","1,077","1,886","3,052","4,110","2,601","1,946",325,7,"36,721","36,721","1,296","2,481","2,594","2,296","3,817","6,600","8,904","5,199","3,047",477,10,"18,990","18,990",672,"1,394","1,470","1,260","2,036","3,607","4,776","2,559","1,107",105,4,"17,731","17,731",624,"1,087","1,124","1,036","1,781","2,993","4,128","2,640","1,940",372,6
강원특별자치도 평창군 (5176000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,659","40,659","1,413","2,623","3,034","2,690","4,496","7,609","10,046","5,322","2,999",410,17,"21,056","21,056",674,"1,401","1,835","1,485","2,426","4,096","5,313","2,582","1,157",84,3,"19,603","19,603",739,"1,222","1,199","1,205","2,070","3,513","4,733","2,740","1,842",326,14,"40,396","40,396","1,327","2,577","2,877","2,670","4,284","7,423","10,140","5,562","3,087",430,19,"20,955","20,955",638,"1,378","1,745","1,494","2,318","4,002","5,341","2,747","1,202",86,4,"19,441","19,441",689,"1,199","1,132","1,176","1,966","3,421","4,799","2,815","1,885",344,15
강원특별자치도 정선군 (5177000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,202","34,202","1,315","2,239","2,291","2,316","4,174","6,336","8,139","4,449","2,575",350,18,"17,844","17,844",653,"1,144","1,349","1,304","2,361","3,606","4,353","2,065",929,74,6,"16,358","16,358",662,"1,095",942,"1,012","1,813","2,730","3,786","2,384","1,646",276,12,"33,515","33,515","1,168","2,158","2,139","2,177","3,871","6,242","8,117","4,654","2,606",357,26,"17,475","17,475",582,"1,093","1,261","1,239","2,159","3,559","4,355","2,197",943,79,8,"16,040","16,040",586,"1,065",878,938,"1,712","2,683","3,762","2,457","1,663",278,18
강원특별자치도 철원군 (5178000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,448","41,448","2,659","3,283","4,532","4,259","4,890","6,617","7,708","4,369","2,749",368,14,"21,478","21,478","1,343","1,725","2,881","2,430","2,575","3,544","3,947","1,958",984,90,1,"19,970","19,970","1,316","1,558","1,651","1,829","2,315","3,073","3,761","2,411","1,765",278,13,"40,497","40,497","2,414","3,166","4,128","4,162","4,595","6,543","7,689","4,506","2,906",374,14,"20,922","20,922","1,204","1,656","2,593","2,398","2,414","3,495","3,965","2,061","1,045",90,1,"19,575","19,575","1,210","1,510","1,535","1,764","2,181","3,048","3,724","2,445","1,861",284,13
강원특별자치도 화천군 (5179000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,007","23,007","1,459","1,618","2,928","2,595","2,347","3,616","4,339","2,191","1,677",223,14,"12,321","12,321",764,807,"1,940","1,562","1,252","1,921","2,379","1,023",605,62,6,"10,686","10,686",695,811,988,"1,033","1,095","1,695","1,960","1,168","1,072",161,8,"22,922","22,922","1,364","1,629","2,827","2,535","2,319","3,535","4,453","2,318","1,683",246,13,"12,283","12,283",687,819,"1,895","1,505","1,259","1,875","2,431","1,110",631,65,6,"10,639","10,639",677,810,932,"1,030","1,060","1,660","2,022","1,208","1,052",181,7
강원특별자치도 양구군 (5180000000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,056","21,056","1,454","1,845","2,412","2,325","2,380","3,224","3,970","1,903","1,340",198,5,"11,063","11,063",724,940,"1,567","1,317","1,254","1,726","2,118",890,476,48,3,"9,993","9,993",730,905,845,"1,008","1,126","1,498","1,852","1,013",864,150,2,"20,621","20,621","1,332","1,804","2,216","2,233","2,338","3,114","4,003","1,992","1,380",207,2,"10,774","10,774",667,928,"1,382","1,285","1,223","1,664","2,115",956,508,46,0,"9,847","9,847",665,876,834,948,"1,115","1,450","1,888","1,036",872,161,2
